NAMA DEALER,MODEL,TYPE,REGION,BULAN FAKTUR,QTY
Honda Bangkok,CR-V,EL,Thailand,04/01/2021,62
Honda Bangkok,CR-V,EL,Thailand,05/01/2021,82
Honda Bangkok,CR-V,EL,Thailand,06/01/2021,55
Honda Bangkok,CR-V,EL,Thailand,07/01/2021,119
Honda Bangkok,CR-V,EL,Thailand,08/01/2021,106
Honda Bangkok,CR-V,EL,Thailand,09/01/2021,24
Honda Bangkok,CR-V,EL,Thailand,10/01/2021,47
Honda Bangkok,CR-V,EL,Thailand,11/01/2021,31
Honda Bangkok,CR-V,EL,Thailand,12/01/2021,70
Honda Bangkok,CR-V,EL,Thailand,01/01/2022,46
Honda Bangkok,CR-V,EL,Thailand,02/01/2022,44
Honda Bangkok,CR-V,EL,Thailand,03/01/2022,74
Honda Bangkok,CR-V,EL,Thailand,04/01/2022,59
Honda Bangkok,CR-V,EL,Thailand,05/01/2022,40
Honda Bangkok,CR-V,EL,Thailand,06/01/2022,58
Honda Bangkok,CR-V,EL,Thailand,07/01/2022,40
Honda Bangkok,CR-V,EL,Thailand,08/01/2022,58
Honda Bangkok,CR-V,EL,Thailand,09/01/2022,63
Honda Bangkok,CR-V,EL,Thailand,10/01/2022,47
Honda Bangkok,CR-V,EL,Thailand,11/01/2022,58
Honda Bangkok,CR-V,EL,Thailand,12/01/2022,44
Honda Bangkok,CR-V,EL,Thailand,01/01/2023,48
Honda Bangkok,CR-V,EL,Thailand,02/01/2023,30
Honda Bangkok,CR-V,EL,Thailand,03/01/2023,23
Honda Bangkok,CR-V,EL,Thailand,04/01/2023,32
Honda Bangkok,CR-V,EL,Thailand,05/01/2023,38
Honda Bangkok,CR-V,EL,Thailand,06/01/2023,37
Honda Bangkok,CR-V,EL,Thailand,07/01/2023,17
Honda Bangkok,CR-V,EL,Thailand,08/01/2023,24
Honda Bangkok,CR-V,EL,Thailand,09/01/2023,24
Honda Bangkok,CR-V,EL,Thailand,10/01/2023,24
Honda Bangkok,CR-V,EL,Thailand,11/01/2023,34
Honda Bangkok,CR-V,EL,Thailand,12/01/2023,35
Honda Bangkok,CR-V,ES,Thailand,01/01/2021,113
Honda Bangkok,CR-V,ES,Thailand,02/01/2021,131
Honda Bangkok,CR-V,ES,Thailand,03/01/2021,158
Honda Bangkok,CR-V,ES,Thailand,04/01/2021,236
Honda Bangkok,CR-V,ES,Thailand,05/01/2021,143
Honda Bangkok,CR-V,ES,Thailand,06/01/2021,167
Honda Bangkok,CR-V,ES,Thailand,07/01/2021,133
Honda Bangkok,CR-V,ES,Thailand,08/01/2021,148
Honda Bangkok,CR-V,ES,Thailand,09/01/2021,55
Honda Bangkok,CR-V,ES,Thailand,10/01/2021,51
Honda Bangkok,CR-V,ES,Thailand,11/01/2021,93
Honda Bangkok,CR-V,ES,Thailand,12/01/2021,190
Honda Bangkok,CR-V,ES,Thailand,01/01/2022,145
Honda Bangkok,CR-V,ES,Thailand,02/01/2022,141
Honda Bangkok,CR-V,ES,Thailand,03/01/2022,195
Honda Bangkok,CR-V,ES,Thailand,04/01/2022,206
Honda Bangkok,CR-V,ES,Thailand,05/01/2022,133
Honda Bangkok,CR-V,ES,Thailand,06/01/2022,214
Honda Bangkok,CR-V,ES,Thailand,07/01/2022,148
Honda Bangkok,CR-V,ES,Thailand,08/01/2022,176
Honda Bangkok,CR-V,ES,Thailand,09/01/2022,247
Honda Bangkok,CR-V,ES,Thailand,10/01/2022,150
Honda Bangkok,CR-V,ES,Thailand,11/01/2022,260
Honda Bangkok,CR-V,ES,Thailand,12/01/2022,294
Honda Bangkok,CR-V,ES,Thailand,01/01/2023,163
Honda Bangkok,CR-V,ES,Thailand,02/01/2023,177
Honda Bangkok,CR-V,ES,Thailand,03/01/2023,191
Honda Bangkok,CR-V,ES,Thailand,04/01/2023,197
Honda Bangkok,CR-V,ES,Thailand,05/01/2023,149
Honda Bangkok,CR-V,ES,Thailand,06/01/2023,183
Honda Bangkok,CR-V,ES,Thailand,07/01/2023,115
Honda Bangkok,CR-V,ES,Thailand,08/01/2023,105
Honda Bangkok,CR-V,ES,Thailand,09/01/2023,115
Honda Bangkok,CR-V,ES,Thailand,10/01/2023,99
Honda Bangkok,CR-V,ES,Thailand,11/01/2023,163
Honda Bangkok,CR-V,ES,Thailand,12/01/2023,172
Honda Bangkok,CR-V,HYBRID,Thailand,01/01/2021,18
Honda Bangkok,CR-V,HYBRID,Thailand,02/01/2021,13
Honda Bangkok,CR-V,HYBRID,Thailand,03/01/2021,17
Honda Bangkok,CR-V,HYBRID,Thailand,04/01/2021,30
Honda Bangkok,CR-V,HYBRID,Thailand,05/01/2021,25
Honda Bangkok,CR-V,HYBRID,Thailand,06/01/2021,17
Honda Bangkok,CR-V,HYBRID,Thailand,07/01/2021,27
Honda Bangkok,CR-V,HYBRID,Thailand,08/01/2021,37
Honda Bangkok,CR-V,HYBRID,Thailand,09/01/2021,26
Honda Bangkok,CR-V,HYBRID,Thailand,10/01/2021,33
Honda Bangkok,CR-V,HYBRID,Thailand,11/01/2021,49
Honda Bangkok,CR-V,HYBRID,Thailand,12/01/2021,54
Honda Bangkok,CR-V,HYBRID,Thailand,01/01/2022,17
Honda Bangkok,CR-V,HYBRID,Thailand,02/01/2022,18
Honda Bangkok,CR-V,HYBRID,Thailand,03/01/2022,30
Honda Bangkok,CR-V,HYBRID,Thailand,04/01/2022,25
Honda Bangkok,CR-V,HYBRID,Thailand,05/01/2022,15
Honda Bangkok,CR-V,HYBRID,Thailand,06/01/2022,20
Honda Bangkok,CR-V,HYBRID,Thailand,07/01/2022,23
Honda Bangkok,CR-V,HYBRID,Thailand,08/01/2022,16
Honda Bangkok,CR-V,HYBRID,Thailand,09/01/2022,18
Honda Bangkok,CR-V,HYBRID,Thailand,10/01/2022,10
Honda Bangkok,CR-V,HYBRID,Thailand,11/01/2022,14
Honda Bangkok,CR-V,HYBRID,Thailand,12/01/2022,16
Honda Bangkok,CR-V,HYBRID,Thailand,01/01/2023,17
Honda Bangkok,CR-V,HYBRID,Thailand,02/01/2023,18
Honda Bangkok,CR-V,HYBRID,Thailand,03/01/2023,21
Honda Bangkok,CR-V,HYBRID,Thailand,04/01/2023,6
Honda Bangkok,CR-V,HYBRID,Thailand,05/01/2023,18
Honda Bangkok,CR-V,HYBRID,Thailand,06/01/2023,9
Honda Bangkok,CR-V,HYBRID,Thailand,07/01/2023,7
Honda Bangkok,CR-V,HYBRID,Thailand,08/01/2023,9
Honda Bangkok,CR-V,HYBRID,Thailand,09/01/2023,12
Honda Bangkok,CR-V,HYBRID,Thailand,10/01/2023,1
Honda Bangkok,CR-V,HYBRID,Thailand,11/01/2023,4
Honda Bangkok,CR-V,HYBRID,Thailand,12/01/2023,7
Honda Bangkok,HR-V,E,Thailand,01/01/2021,32
Honda Bangkok,HR-V,E,Thailand,02/01/2021,16
Honda Bangkok,HR-V,E,Thailand,03/01/2021,130
Honda Bangkok,HR-V,E,Thailand,04/01/2021,81
Honda Bangkok,HR-V,E,Thailand,05/01/2021,25
Honda Bangkok,HR-V,E,Thailand,06/01/2021,26
Honda Bangkok,HR-V,E,Thailand,07/01/2021,79
Honda Bangkok,HR-V,E,Thailand,08/01/2021,85
Honda Bangkok,HR-V,E,Thailand,09/01/2021,20
Honda Bangkok,HR-V,E,Thailand,10/01/2021,40
Honda Bangkok,HR-V,E,Thailand,11/01/2021,47
Honda Bangkok,HR-V,E,Thailand,12/01/2021,55
Honda Bangkok,HR-V,E,Thailand,01/01/2022,36
Honda Bangkok,HR-V,E,Thailand,02/01/2022,14
Honda Bangkok,HR-V,E,Thailand,03/01/2022,13
Honda Bangkok,HR-V,E,Thailand,04/01/2022,37
Honda Bangkok,HR-V,E,Thailand,05/01/2022,10
Honda Bangkok,HR-V,E,Thailand,06/01/2022,15
Honda Bangkok,HR-V,E,Thailand,07/01/2022,12
Honda Bangkok,HR-V,E,Thailand,08/01/2022,18
Honda Bangkok,HR-V,E,Thailand,09/01/2022,19
Honda Bangkok,HR-V,E,Thailand,10/01/2022,17
Honda Bangkok,HR-V,E,Thailand,11/01/2022,9
Honda Bangkok,HR-V,E,Thailand,12/01/2022,14
Honda Bangkok,HR-V,E,Thailand,01/01/2023,17
Honda Bangkok,HR-V,E,Thailand,02/01/2023,9
Honda Bangkok,HR-V,E,Thailand,03/01/2023,25
Honda Bangkok,HR-V,E,Thailand,04/01/2023,13
Honda Bangkok,HR-V,E,Thailand,05/01/2023,12
Honda Bangkok,HR-V,E,Thailand,06/01/2023,7
Honda Bangkok,HR-V,E,Thailand,07/01/2023,6
Honda Bangkok,HR-V,E,Thailand,08/01/2023,7
Honda Bangkok,HR-V,E,Thailand,09/01/2023,10
Honda Bangkok,HR-V,E,Thailand,10/01/2023,4
Honda Bangkok,HR-V,E,Thailand,11/01/2023,9
Honda Bangkok,HR-V,E,Thailand,12/01/2023,5
Honda Bangkok,HR-V,EL,Thailand,03/01/2022,8
Honda Bangkok,HR-V,EL,Thailand,04/01/2022,12
Honda Bangkok,HR-V,EL,Thailand,05/01/2022,23
Honda Bangkok,HR-V,EL,Thailand,06/01/2022,32
Honda Bangkok,HR-V,EL,Thailand,07/01/2022,70
Honda Bangkok,HR-V,EL,Thailand,08/01/2022,55
Honda Bangkok,HR-V,EL,Thailand,09/01/2022,51
Honda Bangkok,HR-V,EL,Thailand,10/01/2022,50
Honda Bangkok,HR-V,EL,Thailand,11/01/2022,37
Honda Bangkok,HR-V,EL,Thailand,12/01/2022,42
Honda Bangkok,HR-V,EL,Thailand,01/01/2023,48
Honda Bangkok,HR-V,EL,Thailand,02/01/2023,32
Honda Bangkok,HR-V,EL,Thailand,03/01/2023,61
Honda Bangkok,HR-V,EL,Thailand,04/01/2023,35
Honda Bangkok,HR-V,EL,Thailand,05/01/2023,30
Honda Bangkok,HR-V,EL,Thailand,06/01/2023,33
Honda Bangkok,HR-V,EL,Thailand,07/01/2023,28
Honda Bangkok,HR-V,EL,Thailand,08/01/2023,29
Honda Bangkok,HR-V,EL,Thailand,09/01/2023,33
Honda Bangkok,HR-V,EL,Thailand,10/01/2023,28
Honda Bangkok,HR-V,EL,Thailand,11/01/2023,28
Honda Bangkok,HR-V,EL,Thailand,12/01/2023,36
Honda Bangkok,HR-V,RS,Thailand,03/01/2022,3
Honda Bangkok,HR-V,RS,Thailand,04/01/2022,8
Honda Bangkok,HR-V,RS,Thailand,05/01/2022,5
Honda Bangkok,HR-V,RS,Thailand,06/01/2022,17
Honda Bangkok,HR-V,RS,Thailand,07/01/2022,10
Honda Bangkok,HR-V,RS,Thailand,08/01/2022,13
Honda Bangkok,HR-V,RS,Thailand,09/01/2022,12
Honda Bangkok,HR-V,RS,Thailand,10/01/2022,10
Honda Bangkok,HR-V,RS,Thailand,11/01/2022,5
Honda Bangkok,HR-V,RS,Thailand,12/01/2022,5
Honda Bangkok,HR-V,RS,Thailand,01/01/2023,12
Honda Bangkok,HR-V,RS,Thailand,02/01/2023,10
Honda Bangkok,HR-V,RS,Thailand,03/01/2023,7
Honda Bangkok,HR-V,RS,Thailand,04/01/2023,3
Honda Bangkok,HR-V,RS,Thailand,05/01/2023,4
Honda Bangkok,HR-V,RS,Thailand,06/01/2023,4
Honda Bangkok,HR-V,RS,Thailand,07/01/2023,2
Honda Bangkok,HR-V,RS,Thailand,08/01/2023,2
Honda Bangkok,HR-V,RS,Thailand,09/01/2023,2
Honda Bangkok,HR-V,RS,Thailand,10/01/2023,5
Honda Bangkok,HR-V,RS,Thailand,11/01/2023,3
Honda Bangkok,HR-V,RS,Thailand,12/01/2023,1
Honda Bangkok,ODYSSEY,E CVT,Thailand,06/01/2021,1
Honda Bangkok,ODYSSEY,E CVT,Thailand,08/01/2021,1
Honda Bangkok,ODYSSEY,E CVT,Thailand,01/01/2022,1
Honda Bangkok,WR-V,RS,Thailand,12/01/2022,32
Honda Bangkok,WR-V,RS,Thailand,01/01/2023,38
Honda Bangkok,WR-V,RS,Thailand,02/01/2023,34
Honda Bangkok,WR-V,RS,Thailand,03/01/2023,42
Honda Bangkok,WR-V,RS,Thailand,04/01/2023,53
Honda Bangkok,WR-V,RS,Thailand,05/01/2023,69
Honda Bangkok,WR-V,RS,Thailand,06/01/2023,76
Honda Bangkok,WR-V,RS,Thailand,07/01/2023,40
Honda Bangkok,WR-V,RS,Thailand,08/01/2023,41
Honda Bangkok,WR-V,RS,Thailand,09/01/2023,30
Honda Bangkok,WR-V,RS,Thailand,10/01/2023,34
Honda Bangkok,WR-V,RS,Thailand,11/01/2023,48
Honda Bangkok,WR-V,RS,Thailand,12/01/2023,44
Honda Bangkok,WR-V,SV,Thailand,01/01/2021,9
Honda Bangkok,WR-V,SV,Thailand,02/01/2021,18
Honda Bangkok,WR-V,SV,Thailand,03/01/2021,60
Honda Bangkok,WR-V,SV,Thailand,04/01/2021,23
Honda Bangkok,WR-V,SV,Thailand,05/01/2021,16
Honda Bangkok,WR-V,SV,Thailand,06/01/2021,7
Honda Bangkok,WR-V,SV,Thailand,07/01/2021,34
Honda Bangkok,WR-V,SV,Thailand,08/01/2021,33
Honda Bangkok,WR-V,SV,Thailand,09/01/2021,20
Honda Bangkok,WR-V,SV,Thailand,10/01/2021,14
Honda Bangkok,WR-V,SV,Thailand,11/01/2021,15
Honda Bangkok,WR-V,SV,Thailand,12/01/2021,13
Honda Bangkok,WR-V,SV,Thailand,01/01/2022,2
Honda Bangkok,WR-V,SV,Thailand,04/01/2022,4
Honda Bangkok,WR-V,SV,Thailand,05/01/2022,7
Honda Bangkok,WR-V,SV,Thailand,06/01/2022,1
Honda Bangkok,WR-V,SV,Thailand,07/01/2022,3
Honda Bangkok,WR-V,SV,Thailand,09/01/2022,7
Honda Bangkok,WR-V,SV,Thailand,10/01/2022,1
Honda Bangkok,WR-V,SV,Thailand,11/01/2022,3
Honda Bangkok,WR-V,SV,Thailand,12/01/2022,2
Honda Bangkok,WR-V,SV,Thailand,01/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,02/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,03/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,04/01/2023,2
Honda Bangkok,WR-V,SV,Thailand,05/01/2023,2
Honda Bangkok,WR-V,SV,Thailand,06/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,07/01/2023,5
Honda Bangkok,WR-V,SV,Thailand,08/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,09/01/2023,1
Honda Bangkok,WR-V,SV,Thailand,10/01/2023,1
Honda Canada,ACCORD,EX,Amerika Utara,04/01/2023,1
Honda Canada,ACCORD,EX,Amerika Utara,11/01/2023,1
Honda Canada,ACCORD,LX,Amerika Utara,02/01/2021,1
Honda Canada,ACCORD,LX,Amerika Utara,05/01/2022,1
Honda Canada,ACCORD,LX,Amerika Utara,06/01/2022,1
Honda Canada,ACCORD,LX,Amerika Utara,02/01/2023,1
Honda Canada,ACCORD,LX,Amerika Utara,03/01/2023,2
Honda Canada,CIVIC,HYBRID,Amerika Utara,01/01/2021,12
Honda Canada,CIVIC,HYBRID,Amerika Utara,02/01/2021,3
Honda Canada,CIVIC,HYBRID,Amerika Utara,03/01/2021,5
Honda Canada,CIVIC,HYBRID,Amerika Utara,04/01/2021,2
Honda Canada,CIVIC,HYBRID,Amerika Utara,10/01/2021,1
Honda Canada,CIVIC,HYBRID,Amerika Utara,02/01/2022,1
Honda Canada,CIVIC,HYBRID,Amerika Utara,08/01/2023,1
Honda Canada,CIVIC,LX,Amerika Utara,01/01/2021,87
Honda Canada,CIVIC,LX,Amerika Utara,02/01/2021,43
Honda Canada,CIVIC,LX,Amerika Utara,03/01/2021,68
Honda Canada,CIVIC,LX,Amerika Utara,04/01/2021,75
Honda Canada,CIVIC,LX,Amerika Utara,05/01/2021,90
Honda Canada,CIVIC,LX,Amerika Utara,06/01/2021,65
Honda Canada,CIVIC,LX,Amerika Utara,07/01/2021,61
Honda Canada,CIVIC,LX,Amerika Utara,08/01/2021,70
Honda Canada,CIVIC,LX,Amerika Utara,09/01/2021,35
Honda Canada,CIVIC,LX,Amerika Utara,10/01/2021,25
Honda Canada,CIVIC,LX,Amerika Utara,11/01/2021,48
Honda Canada,CIVIC,LX,Amerika Utara,12/01/2021,79
Honda Canada,CIVIC,LX,Amerika Utara,01/01/2022,72
Honda Canada,CIVIC,LX,Amerika Utara,02/01/2022,79
Honda Canada,CIVIC,LX,Amerika Utara,03/01/2022,82
Honda Canada,CIVIC,LX,Amerika Utara,04/01/2022,118
Honda Canada,CIVIC,LX,Amerika Utara,05/01/2022,87
Honda Canada,CIVIC,LX,Amerika Utara,06/01/2022,112
Honda Canada,CIVIC,LX,Amerika Utara,07/01/2022,81
Honda Canada,CIVIC,LX,Amerika Utara,08/01/2022,91
Honda Canada,CIVIC,LX,Amerika Utara,09/01/2022,138
Honda Canada,CIVIC,LX,Amerika Utara,10/01/2022,95
Honda Canada,CIVIC,LX,Amerika Utara,11/01/2022,146
Honda Canada,CIVIC,LX,Amerika Utara,12/01/2022,124
Honda Canada,CIVIC,LX,Amerika Utara,01/01/2023,119
Honda Canada,CIVIC,LX,Amerika Utara,02/01/2023,84
Honda Canada,CIVIC,LX,Amerika Utara,03/01/2023,122
Honda Canada,CIVIC,LX,Amerika Utara,04/01/2023,88
Honda Canada,CIVIC,LX,Amerika Utara,05/01/2023,109
Honda Canada,CIVIC,LX,Amerika Utara,06/01/2023,102
Honda Canada,CIVIC,LX,Amerika Utara,07/01/2023,90
Honda Canada,CIVIC,LX,Amerika Utara,08/01/2023,105
Honda Canada,CIVIC,LX,Amerika Utara,09/01/2023,178
Honda Canada,CIVIC,LX,Amerika Utara,10/01/2023,97
Honda Canada,CIVIC,LX,Amerika Utara,11/01/2023,92
Honda Canada,CIVIC,LX,Amerika Utara,12/01/2023,108
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,01/01/2021,18
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,02/01/2021,11
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,03/01/2021,24
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,04/01/2021,24
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,05/01/2021,37
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,06/01/2021,23
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,07/01/2021,43
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,08/01/2021,38
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,09/01/2021,25
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,10/01/2021,12
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,11/01/2021,21
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,12/01/2021,38
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,01/01/2022,11
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,02/01/2022,12
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,03/01/2022,11
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,04/01/2022,6
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,05/01/2022,10
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,06/01/2022,8
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,07/01/2022,23
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,08/01/2022,14
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,09/01/2022,17
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,10/01/2022,6
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,11/01/2022,11
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,12/01/2022,9
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,01/01/2023,9
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,02/01/2023,6
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,03/01/2023,7
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,04/01/2023,2
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,05/01/2023,3
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,06/01/2023,2
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,07/01/2023,2
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,08/01/2023,4
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,09/01/2023,1
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,10/01/2023,4
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,11/01/2023,3
Honda Canada,CIVIC,SI SEDAN,Amerika Utara,12/01/2023,9
Honda Canada,CIVIC,SPORT,Amerika Utara,01/01/2021,59
Honda Canada,CIVIC,SPORT,Amerika Utara,02/01/2021,36
Honda Canada,CIVIC,SPORT,Amerika Utara,03/01/2021,86
Honda Canada,CIVIC,SPORT,Amerika Utara,04/01/2021,75
Honda Canada,CIVIC,SPORT,Amerika Utara,05/01/2021,97
Honda Canada,CIVIC,SPORT,Amerika Utara,06/01/2021,55
Honda Canada,CIVIC,SPORT,Amerika Utara,07/01/2021,74
Honda Canada,CIVIC,SPORT,Amerika Utara,08/01/2021,80
Honda Canada,CIVIC,SPORT,Amerika Utara,09/01/2021,22
Honda Canada,CIVIC,SPORT,Amerika Utara,10/01/2021,32
Honda Canada,CIVIC,SPORT,Amerika Utara,11/01/2021,38
Honda Canada,CIVIC,SPORT,Amerika Utara,12/01/2021,59
Honda Canada,CIVIC,SPORT,Amerika Utara,01/01/2022,27
Honda Canada,CIVIC,SPORT,Amerika Utara,02/01/2022,78
Honda Canada,CIVIC,SPORT,Amerika Utara,03/01/2022,66
Honda Canada,CIVIC,SPORT,Amerika Utara,04/01/2022,80
Honda Canada,CIVIC,SPORT,Amerika Utara,05/01/2022,62
Honda Canada,CIVIC,SPORT,Amerika Utara,06/01/2022,53
Honda Canada,CIVIC,SPORT,Amerika Utara,07/01/2022,47
Honda Canada,CIVIC,SPORT,Amerika Utara,08/01/2022,59
Honda Canada,CIVIC,SPORT,Amerika Utara,09/01/2022,92
Honda Canada,CIVIC,SPORT,Amerika Utara,10/01/2022,36
Honda Canada,CIVIC,SPORT,Amerika Utara,11/01/2022,36
Honda Canada,CIVIC,SPORT,Amerika Utara,12/01/2022,52
Honda Canada,CIVIC,SPORT,Amerika Utara,01/01/2023,44
Honda Canada,CIVIC,SPORT,Amerika Utara,02/01/2023,57
Honda Canada,CIVIC,SPORT,Amerika Utara,03/01/2023,38
Honda Canada,CIVIC,SPORT,Amerika Utara,04/01/2023,15
Honda Canada,CIVIC,SPORT,Amerika Utara,05/01/2023,48
Honda Canada,CIVIC,SPORT,Amerika Utara,06/01/2023,32
Honda Canada,CIVIC,SPORT,Amerika Utara,07/01/2023,40
Honda Canada,CIVIC,SPORT,Amerika Utara,08/01/2023,44
Honda Canada,CIVIC,SPORT,Amerika Utara,09/01/2023,47
Honda Canada,CIVIC,SPORT,Amerika Utara,10/01/2023,52
Honda Canada,CIVIC,SPORT,Amerika Utara,11/01/2023,42
Honda Canada,CIVIC,SPORT,Amerika Utara,12/01/2023,26
Honda Canada,CR-V,EX,Amerika Utara,01/01/2021,14
Honda Canada,CR-V,EX,Amerika Utara,02/01/2021,8
Honda Canada,CR-V,EX,Amerika Utara,03/01/2021,21
Honda Canada,CR-V,EX,Amerika Utara,04/01/2021,19
Honda Canada,CR-V,EX,Amerika Utara,05/01/2021,23
Honda Canada,CR-V,EX,Amerika Utara,06/01/2021,17
Honda Canada,CR-V,EX,Amerika Utara,07/01/2021,25
Honda Canada,CR-V,EX,Amerika Utara,08/01/2021,37
Honda Canada,CR-V,EX,Amerika Utara,09/01/2021,10
Honda Canada,CR-V,EX,Amerika Utara,10/01/2021,37
Honda Canada,CR-V,EX,Amerika Utara,11/01/2021,29
Honda Canada,CR-V,EX,Amerika Utara,12/01/2021,52
Honda Canada,CR-V,EX,Amerika Utara,01/01/2022,15
Honda Canada,CR-V,EX,Amerika Utara,02/01/2022,12
Honda Canada,CR-V,EX,Amerika Utara,03/01/2022,20
Honda Canada,CR-V,EX,Amerika Utara,04/01/2022,17
Honda Canada,CR-V,EX,Amerika Utara,05/01/2022,11
Honda Canada,CR-V,EX,Amerika Utara,06/01/2022,10
Honda Canada,CR-V,EX,Amerika Utara,07/01/2022,11
Honda Canada,CR-V,EX,Amerika Utara,08/01/2022,5
Honda Canada,CR-V,EX,Amerika Utara,09/01/2022,5
Honda Canada,CR-V,EX,Amerika Utara,10/01/2022,11
Honda Canada,CR-V,EX,Amerika Utara,11/01/2022,7
Honda Canada,CR-V,EX,Amerika Utara,12/01/2022,5
Honda Canada,CR-V,EX,Amerika Utara,01/01/2023,4
Honda Canada,CR-V,EX,Amerika Utara,02/01/2023,6
Honda Canada,CR-V,EX,Amerika Utara,03/01/2023,8
Honda Canada,CR-V,EX,Amerika Utara,04/01/2023,6
Honda Canada,CR-V,EX,Amerika Utara,05/01/2023,5
Honda Canada,CR-V,EX,Amerika Utara,06/01/2023,20
Honda Canada,CR-V,EX,Amerika Utara,07/01/2023,7
Honda Canada,CR-V,EX,Amerika Utara,08/01/2023,6
Honda Canada,CR-V,EX,Amerika Utara,09/01/2023,11
Honda Canada,CR-V,EX,Amerika Utara,10/01/2023,1
Honda Canada,CR-V,EX,Amerika Utara,11/01/2023,1
Honda Canada,CR-V,EX,Amerika Utara,12/01/2023,3
Honda Canada,CR-V,HYBRID,Amerika Utara,10/01/2023,3
Honda Canada,CR-V,HYBRID,Amerika Utara,11/01/2023,11
Honda Canada,CR-V,HYBRID,Amerika Utara,12/01/2023,12
Honda Canada,CR-V,LX,Amerika Utara,12/01/2022,17
Honda Canada,CR-V,LX,Amerika Utara,01/01/2023,52
Honda Canada,CR-V,LX,Amerika Utara,02/01/2023,59
Honda Canada,CR-V,LX,Amerika Utara,03/01/2023,43
Honda Canada,CR-V,LX,Amerika Utara,04/01/2023,48
Honda Canada,CR-V,LX,Amerika Utara,05/01/2023,38
Honda Canada,CR-V,LX,Amerika Utara,06/01/2023,44
Honda Canada,CR-V,LX,Amerika Utara,07/01/2023,42
Honda Canada,CR-V,LX,Amerika Utara,08/01/2023,47
Honda Canada,CR-V,LX,Amerika Utara,09/01/2023,42
Honda Canada,CR-V,LX,Amerika Utara,10/01/2023,42
Honda Canada,CR-V,LX,Amerika Utara,11/01/2023,77
Honda Canada,CR-V,LX,Amerika Utara,12/01/2023,84
Honda Canada,CR-V,SPORT,Amerika Utara,09/01/2021,1
Honda Canada,CR-V,SPORT,Amerika Utara,10/01/2021,2
Honda Canada,CR-V,SPORT,Amerika Utara,12/01/2021,2
Honda Canada,CR-V,SPORT,Amerika Utara,01/01/2022,2
Honda Canada,CR-V,SPORT,Amerika Utara,02/01/2022,5
Honda Canada,CR-V,SPORT,Amerika Utara,03/01/2022,7
Honda Canada,CR-V,SPORT,Amerika Utara,04/01/2022,5
Honda Canada,CR-V,SPORT,Amerika Utara,05/01/2022,5
Honda Canada,CR-V,SPORT,Amerika Utara,06/01/2022,9
Honda Canada,CR-V,SPORT,Amerika Utara,07/01/2022,4
Honda Canada,CR-V,SPORT,Amerika Utara,08/01/2022,2
Honda Canada,CR-V,SPORT,Amerika Utara,09/01/2022,3
Honda Canada,CR-V,SPORT,Amerika Utara,10/01/2022,6
Honda Canada,CR-V,SPORT,Amerika Utara,11/01/2022,2
Honda Canada,CR-V,SPORT,Amerika Utara,12/01/2022,8
Honda Canada,CR-V,SPORT,Amerika Utara,01/01/2023,1
Honda Canada,CR-V,SPORT,Amerika Utara,02/01/2023,2
Honda Canada,CR-V,SPORT,Amerika Utara,03/01/2023,2
Honda Canada,CR-V,SPORT,Amerika Utara,04/01/2023,3
Honda Canada,CR-V,SPORT,Amerika Utara,05/01/2023,3
